_id,id,id_instansi,predikat_rb,tahun,nama_instansi
1319,366,6471,B,2019,Pemerintah Kota Semarang
1320,365,6472,B,2019,Pemerintah Kota Salatiga
1321,364,6473,B,2019,Pemerintah Kota Pekalongan
1322,368,6474,B,2019,Pemerintah Kota Tegal
1323,363,6475,B,2019,Pemerintah Kota Magelang
1324,367,6476,B,2019,Pemerintah Kota Surakarta
1325,95,6500,BB,2019,Pemerintah Provinsi Jawa Timur
1326,247,6501,B,2019,Pemerintah Kab. Gresik
1327,256,6502,B,2019,Pemerintah Kab. Mojokerto
1328,265,6503,B,2019,Pemerintah Kab. Sidoarjo
1329,249,6504,CC,2019,Pemerintah Kab. Jombang
1330,264,6505,CC,2019,Pemerintah Kab. Sampang
1331,260,6506,B,2019,Pemerintah Kab. Pamekasan
1332,267,6507,B,2019,Pemerintah Kab. Sumenep
1333,242,6508,CC,2019,Pemerintah Kab. Bangkalan
1334,246,6509,B,2019,Pemerintah Kab. Bondowoso
1335,266,6510,B,2019,Pemerintah Kab. Situbondo
1336,243,6511,BB,2019,Pemerintah Kab. Banyuwangi
1337,248,6512,CC,2019,Pemerintah Kab. Jember
1338,255,6513,B,2019,Pemerintah Kab. Malang
1339,261,6514,B,2019,Pemerintah Kab. Pasuruan
1340,263,6515,B,2019,Pemerintah Kab. Probolinggo
1341,252,6516,CC,2019,Pemerintah Kab. Lumajang
1342,250,6517,B,2019,Pemerintah Kab. Kediri
1343,270,6518,B,2019,Pemerintah Kab. Tulungagung
1344,257,6519,B,2019,Pemerintah Kab. Nganjuk
1345,268,6520,B,2019,Pemerintah Kab. Trenggalek
1346,244,6521,CC,2019,Pemerintah Kab. Blitar
1347,253,6522,B,2019,Pemerintah Kab. Madiun
1348,258,6523,B,2019,Pemerintah Kab. Ngawi
1349,254,6524,CC,2019,Pemerintah Kab. Magetan
1350,262,6525,B,2019,Pemerintah Kab. Ponorogo
1351,259,6526,B,2019,Pemerintah Kab. Pacitan
1352,245,6527,CC,2019,Pemerintah Kab. Bojonegoro
1353,269,6528,B,2019,Pemerintah Kab. Tuban
1354,251,6529,B,2019,Pemerintah Kab. Lamongan
1355,279,6571,BB,2019,Pemerintah Kota Surabaya
1356,276,6572,B,2019,Pemerintah Kota Mojokerto
1357,275,6573,B,2019,Pemerintah Kota Malang
1358,277,6574,B,2019,Pemerintah Kota Pasuruan
1359,278,6575,B,2019,Pemerintah Kota Probolinggo
1360,272,6576,B,2019,Pemerintah Kota Blitar
1361,273,6577,CC,2019,Pemerintah Kota Kediri
1362,274,6578,B,2019,Pemerintah Kota Madiun
1363,271,6579,B,2019,Pemerintah Kota Batu
1364,96,6600,B,2019,Pemerintah Provinsi Kalimantan Barat
1365,305,6601,B,2019,Pemerintah Kab. Sambas
1366,306,6602,C,2019,Pemerintah Kab. Sanggau
1367,308,6603,C,2019,Pemerintah Kab. Sintang
1368,304,6604,B,2019,Pemerintah Kab. Mempawah
1369,299,6605,CC,2019,Pemerintah Kab. Kapuas Hulu
1370,302,6608,B,2019,Pemerintah Kab. Landak
1371,303,6609,C,2019,Pemerintah Kab. Melawi
1372,307,6610,CC,2019,Pemerintah Kab. Sekadau
1373,301,6611,CC,2019,Pemerintah Kab. Kubu Raya
1374,300,6612,C,2019,Pemerintah Kab. Kayong Utara
1375,309,6671,B,2019,Pemerintah Kota Pontianak
1376,310,6672,CC,2019,Pemerintah Kota Singkawang
1377,98,6700,CC,2019,Pemerintah Provinsi Kalimantan Tengah
1378,311,6708,CC,2019,Pemerintah Kab. Lamandau
1379,312,6712,B,2019,Pemerintah Kab. Seruyan
1380,313,6771,CC,2019,Pemerintah Kota Palangka Raya
1381,97,6800,B,2019,Pemerintah Provinsi Kalimantan Selatan
1382,320,6802,CC,2019,Pemerintah Kab. Tanah Laut
1383,321,6803,CC,2019,Pemerintah Kab. Tapin
1384,316,6804,B,2019,Pemerintah Kab. Hulu Sungai Selatan
1385,315,6806,CC,2019,Pemerintah Kab. Barito Kuala
1386,318,6808,CC,2019,Pemerintah Kab. Kotabaru
1387,317,6809,CC,2019,Pemerintah Kab. Hulu Sungai Utara
1388,319,6810,CC,2019,Pemerintah Kab. Tanah Bumbu
1389,314,6811,CC,2019,Pemerintah Kab. Balangan
1390,323,6871,B,2019,Pemerintah Kota Banjarmasin
1391,322,6872,B,2019,Pemerintah Kota Banjarbaru
1392,99,6900,B,2019,Pemerintah Provinsi Kalimantan Timur
1393,326,6901,B,2019,Pemerintah Kab. Kutai Kartanegara
1394,327,6902,CC,2019,Pemerintah Kab. Paser
1395,324,6904,C,2019,Pemerintah Kab. Berau
1396,325,6907,CC,2019,Pemerintah Kab. Kutai Barat
1397,328,6910,B,2019,Pemerintah Kab. Penajam Paser Utara
1398,331,6971,B,2019,Pemerintah Kota Samarinda
1399,329,6972,B,2019,Pemerintah Kota Balikpapan
1400,330,6973,B,2019,Pemerintah Kota Bontang
1401,115,7000,CC,2019,Pemerintah Provinsi Sulawesi Utara
1402,374,7002,C,2019,Pemerintah Kab. Bolaang Mongondow
1403,379,7006,C,2019,Pemerintah Kab. Minahasa Utara
1404,377,7008,CC,2019,Pemerintah Kab. Siau Tagulandang Biaro
1405,378,7009,C,2019,Pemerintah Kab. Minahasa Tenggara
1406,375,7012,CC,2019,Pemerintah Kab. Bolaang Mongondow Selatan
1407,376,7013,C,2019,Pemerintah Kab. Bolaang Mongondow Timur
1408,382,7071,B,2019,Pemerintah Kota Manado
1409,380,7072,CC,2019,Pemerintah Kota Bitung
1410,383,7073,CC,2019,Pemerintah Kota Tomohon
1411,381,7074,CC,2019,Pemerintah Kota KotaMobagu
1412,91,7100,B,2019,Pemerintah Provinsi Gorontalo
1413,411,7101,B,2019,Pemerintah Kab. Gorontalo
1414,409,7102,CC,2019,Pemerintah Kab. Boalemo
1415,412,7103,B,2019,Pemerintah Kab. Pohuwato
1416,410,7104,CC,2019,Pemerintah Kab. Bone Bolango
1417,413,7171,B,2019,Pemerintah Kota Gorontalo
1418,113,7200,B,2019,Pemerintah Provinsi Sulawesi Tengah
1419,384,7204,B,2019,Pemerintah Kab. Banggai
1420,385,7271,CC,2019,Pemerintah Kota Palu
1421,112,7300,B,2019,Pemerintah Provinsi Sulawesi Selatan
1422,390,7301,CC,2019,Pemerintah Kab. Pinrang
1423,387,7302,CC,2019,Pemerintah Kab. Gowa
1424,393,7303,B,2019,Pemerintah Kab. Wajo
1425,389,7307,C,2019,Pemerintah Kab. Maros
1426,391,7310,CC,2019,Pemerintah Kab. Sinjai
1427,386,7311,CC,2019,Pemerintah Kab. Bulukumba
1428,392,7315,CC,2019,Pemerintah Kab. Takalar
1429,388,7322,CC,2019,Pemerintah Kab. Luwu Utara
1430,394,7371,B,2019,Pemerintah Kota Makassar
1431,396,7372,CC,2019,Pemerintah Kota Parepare
1432,395,7373,CC,2019,Pemerintah Kota Palopo
1433,114,7400,B,2019,Pemerintah Provinsi Sulawesi Tenggara
1434,398,7402,C,2019,Pemerintah Kab. Buton
1435,406,7403,C,2019,Pemerintah Kab. Muna
1436,401,7404,C,2019,Pemerintah Kab. Kolaka
1437,404,7405,C,2019,Pemerintah Kab. Konawe Selatan
1438,403,7406,C,2019,Pemerintah Kab. Kolaka Utara
1439,397,7407,C,2019,Pemerintah Kab. Bombana
1440,400,7410,CC,2019,Pemerintah Kab. Buton Utara
1441,405,7411,CC,2019,Pemerintah Kab. Konawe Utara
1442,402,7412,C,2019,Pemerintah Kab. Kolaka Timur
1443,399,7415,C,2019,Pemerintah Kab. Buton Tengah
1444,408,7471,B,2019,Pemerintah Kota Kendari
1445,407,7472,C,2019,Pemerintah Kota Baubau
1446,86,7500,B,2019,Pemerintah Provinsi Bali
1447,282,7501,CC,2019,Pemerintah Kab. Buleleng
1448,284,7502,CC,2019,Pemerintah Kab. Jembrana
1449,286,7503,CC,2019,Pemerintah Kab. Klungkung
1450,283,7504,B,2019,Pemerintah Kab. Gianyar
1451,285,7505,C,2019,Pemerintah Kab. Karangasem
1452,281,7506,CC,2019,Pemerintah Kab. Bangli
1453,280,7507,BB,2019,Pemerintah Kab. Badung
1454,287,7508,B,2019,Pemerintah Kab. Tabanan
1455,288,7571,B,2019,Pemerintah Kota Denpasar
1456,106,7600,B,2019,Pemerintah Provinsi NTB
1457,289,7601,B,2019,Pemerintah Kab. Lombok Barat
1458,290,7602,CC,2019,Pemerintah Kab. Lombok Tengah
1459,292,7605,CC,2019,Pemerintah Kab. Sumbawa
1460,293,7607,CC,2019,Pemerintah Kab. Sumbawa Barat
1461,291,7608,CC,2019,Pemerintah Kab. Lombok Utara
1462,294,7671,B,2019,Pemerintah Kota Mataram
1463,107,7700,B,2019,Pemerintah Provinsi NTT
1464,295,7702,C,2019,Pemerintah Kab. Belu
1465,296,7707,C,2019,Pemerintah Kab. Flores Timur
1466,297,7709,C,2019,Pemerintah Kab. Ngada
1467,298,7771,B,2019,Pemerintah Kota Kupang
1468,104,7800,CC,2019,Pemerintah Provinsi Maluku
1469,417,7801,C,2019,Pemerintah Kab. Maluku Tengah
1470,105,7900,CC,2019,Pemerintah Provinsi Maluku Utara
1471,418,7971,CC,2019,Pemerintah Kota Ternate
1472,108,8000,B,2019,Pemerintah Provinsi Papua
1473,102,8100,B,2019,Pemerintah Provinsi Kepulauan Riau
1474,155,8102,CC,2019,Pemerintah Kab. Karimun
1475,158,8103,CC,2019,Pemerintah Kab. Natuna
1476,157,8104,C,2019,Pemerintah Kab. Lingga
1477,156,8105,C,2019,Pemerintah Kab. Kepulauan Anambas
1478,159,8171,C,2019,Pemerintah Kota Batam
1479,160,8172,B,2019,Pemerintah Kota Tanjungpinang
1480,109,8200,B,2019,Pemerintah Provinsi Papua Barat
1481,419,8201,CC,2019,Pemerintah Kab. Sorong
1482,420,8206,B,2019,Pemerintah Kab. Teluk Wondama
1483,111,8300,B,2019,Pemerintah Provinsi Sulawesi Barat
1484,415,8301,C,2019,Pemerintah Kab. Pasangkayu
1485,416,8304,B,2019,Pemerintah Kab. Polewali Mandar
1486,414,8306,C,2019,Pemerintah Kab. Mamuju Tengah
1487,100,8400,B,2019,Pemerintah Provinsi Kalimantan Utara
1488,332,8401,B,2019,Pemerintah Kab. Bulungan
1489,333,8402,CC,2019,Pemerintah Kab. Malinau
